province,district,zone,soil_type,rainfall_mm,temperature_c,pH,season,shade,chosen_crop,good_bad
Northern,Vavuniya,Intermediate Zone,loamy,2208,29.1,7.3,Maha,yes,tea,1
Northern,Vavuniya,Intermediate Zone,loamy,2208,29.1,7.3,Maha,yes,paddy,0
Northern,Vavuniya,Intermediate Zone,loamy,2208,29.1,7.3,Maha,yes,maize,0
Northern,Mullaitivu,Dry Zone,sandy_loam,2698,24.9,7.2,Yala,no,ginger,1
Northern,Mullaitivu,Dry Zone,sandy_loam,2698,24.9,7.2,Yala,no,fruits,0
Northern,Mullaitivu,Dry Zone,sandy_loam,2698,24.9,7.2,Yala,no,turmeric,0
Eastern,Ampara,Dry Zone,sandy_loam,2775,32.1,4.6,Yala,yes,banana,1
Eastern,Ampara,Dry Zone,sandy_loam,2775,32.1,4.6,Yala,yes,maize,0
Eastern,Ampara,Dry Zone,sandy_loam,2775,32.1,4.6,Yala,yes,coconut,0
North Central,Anuradhapura,Dry Zone,compost_rich,924,31.1,5.5,Yala,yes,mushroom,1
North Central,Anuradhapura,Dry Zone,compost_rich,924,31.1,5.5,Yala,yes,coffee,0
North Central,Anuradhapura,Dry Zone,compost_rich,924,31.1,5.5,Yala,yes,pepper,0
North Central,Anuradhapura,Intermediate Zone,loamy,1361,27.8,5.7,Maha,no,coconut,1
North Central,Anuradhapura,Intermediate Zone,loamy,1361,27.8,5.7,Maha,no,turmeric,0
North Central,Anuradhapura,Intermediate Zone,loamy,1361,27.8,5.7,Maha,no,maize,0
Uva,Monaragala,Wet Zone,sandy_loam,858,28.4,6.4,Maha,no,maize,1
Uva,Monaragala,Wet Zone,sandy_loam,858,28.4,6.4,Maha,no,turmeric,0
Uva,Monaragala,Wet Zone,sandy_loam,858,28.4,6.4,Maha,no,coconut,0
Southern,Galle,Wet Zone,clay,1824,20.6,5.4,Yala,no,coconut,1
Southern,Galle,Wet Zone,clay,1824,20.6,5.4,Yala,no,cinnamon,0
Southern,Galle,Wet Zone,clay,1824,20.6,5.4,Yala,no,paddy,0
Uva,Monaragala,Intermediate Zone,clay_loam,1401,23.5,6.9,Maha,yes,vegetables,1
Uva,Monaragala,Intermediate Zone,clay_loam,1401,23.5,6.9,Maha,yes,paddy,0
Uva,Monaragala,Intermediate Zone,clay_loam,1401,23.5,6.9,Maha,yes,maize,0
Southern,Matara,Wet Zone,clay,1458,22.8,5.8,Yala,yes,coconut,1
Southern,Matara,Wet Zone,clay,1458,22.8,5.8,Yala,yes,fruits,0
Southern,Matara,Wet Zone,clay,1458,22.8,5.8,Yala,yes,banana,0
Central,Nuwara Eliya,Intermediate Zone,compost_rich,1991,20.8,6.3,Maha,no,coconut,1
Central,Nuwara Eliya,Intermediate Zone,compost_rich,1991,20.8,6.3,Maha,no,mushroom,0
Central,Nuwara Eliya,Intermediate Zone,compost_rich,1991,20.8,6.3,Maha,no,pepper,0
Northern,Jaffna,Wet Zone,clay,2947,20.9,4.8,Yala,yes,banana,1
Northern,Jaffna,Wet Zone,clay,2947,20.9,4.8,Yala,yes,tea,0
Northern,Jaffna,Wet Zone,clay,2947,20.9,4.8,Yala,yes,turmeric,0
Western,Gampaha,Dry Zone,sandy_loam,1629,21.3,5.7,Maha,no,coffee,1
Western,Gampaha,Dry Zone,sandy_loam,1629,21.3,5.7,Maha,no,tea,0
Western,Gampaha,Dry Zone,sandy_loam,1629,21.3,5.7,Maha,no,mushroom,0
Northern,Vavuniya,Dry Zone,sandy_loam,1227,33.9,5.4,Yala,yes,banana,1
Northern,Vavuniya,Dry Zone,sandy_loam,1227,33.9,5.4,Yala,yes,coffee,0
Northern,Vavuniya,Dry Zone,sandy_loam,1227,33.9,5.4,Yala,yes,vegetables,0
Western,Kalutara,Wet Zone,loamy,1931,21.7,5.6,Maha,no,rubber,1
Western,Kalutara,Wet Zone,loamy,1931,21.7,5.6,Maha,no,coffee,0
Western,Kalutara,Wet Zone,loamy,1931,21.7,5.6,Maha,no,mushroom,0
North Central,Polonnaruwa,Dry Zone,clay_loam,1061,21.8,6.2,Yala,no,ginger,1
North Central,Polonnaruwa,Dry Zone,clay_loam,1061,21.8,6.2,Yala,no,coconut,0
North Central,Polonnaruwa,Dry Zone,clay_loam,1061,21.8,6.2,Yala,no,maize,0
Western,Kalutara,Wet Zone,clay_loam,1555,33.5,5.8,Maha,yes,rubber,1
Western,Kalutara,Wet Zone,clay_loam,1555,33.5,5.8,Maha,yes,tea,0
Western,Kalutara,Wet Zone,clay_loam,1555,33.5,5.8,Maha,yes,cinnamon,0
Sabaragamuwa,Kegalle,Intermediate Zone,sandy_loam,1712,27.9,5.1,Yala,no,turmeric,1
Sabaragamuwa,Kegalle,Intermediate Zone,sandy_loam,1712,27.9,5.1,Yala,no,paddy,0
Sabaragamuwa,Kegalle,Intermediate Zone,sandy_loam,1712,27.9,5.1,Yala,no,rubber,0
Central,Kandy,Intermediate Zone,clay_loam,856,29.3,5.4,Yala,yes,ginger,1
Central,Kandy,Intermediate Zone,clay_loam,856,29.3,5.4,Yala,yes,turmeric,0
Central,Kandy,Intermediate Zone,clay_loam,856,29.3,5.4,Yala,yes,coconut,0
Western,Colombo,Intermediate Zone,sandy_loam,1661,24.2,5.2,Yala,no,coconut,1
Western,Colombo,Intermediate Zone,sandy_loam,1661,24.2,5.2,Yala,no,rubber,0
Western,Colombo,Intermediate Zone,sandy_loam,1661,24.2,5.2,Yala,no,turmeric,0
Northern,Mullaitivu,Intermediate Zone,loamy,1238,20.3,6.7,Yala,no,tea,1
Northern,Mullaitivu,Intermediate Zone,loamy,1238,20.3,6.7,Yala,no,paddy,0
Northern,Mullaitivu,Intermediate Zone,loamy,1238,20.3,6.7,Yala,no,rubber,0
Western,Colombo,Intermediate Zone,clay_loam,2903,24.9,7.0,Yala,yes,coconut,1
Western,Colombo,Intermediate Zone,clay_loam,2903,24.9,7.0,Yala,yes,coffee,0
Western,Colombo,Intermediate Zone,clay_loam,2903,24.9,7.0,Yala,yes,ginger,0
Southern,Hambantota,Wet Zone,sandy_loam,2848,25.0,6.6,Maha,no,coconut,1
Southern,Hambantota,Wet Zone,sandy_loam,2848,25.0,6.6,Maha,no,ginger,0
Southern,Hambantota,Wet Zone,sandy_loam,2848,25.0,6.6,Maha,no,mushroom,0
Eastern,Trincomalee,Intermediate Zone,clay,2608,23.9,7.3,Maha,no,banana,1
Eastern,Trincomalee,Intermediate Zone,clay,2608,23.9,7.3,Maha,no,coffee,0
Eastern,Trincomalee,Intermediate Zone,clay,2608,23.9,7.3,Maha,no,mushroom,0
Northern,Jaffna,Wet Zone,sandy_loam,1707,24.0,4.6,Yala,no,banana,1
Northern,Jaffna,Wet Zone,sandy_loam,1707,24.0,4.6,Yala,no,ginger,0
Northern,Jaffna,Wet Zone,sandy_loam,1707,24.0,4.6,Yala,no,maize,0
Sabaragamuwa,Ratnapura,Dry Zone,loamy,1874,24.3,7.3,Yala,no,turmeric,1
Sabaragamuwa,Ratnapura,Dry Zone,loamy,1874,24.3,7.3,Yala,no,ginger,0
Sabaragamuwa,Ratnapura,Dry Zone,loamy,1874,24.3,7.3,Yala,no,vegetables,0
Sabaragamuwa,Ratnapura,Intermediate Zone,loamy,1766,34.0,5.3,Maha,no,coconut,1
Sabaragamuwa,Ratnapura,Intermediate Zone,loamy,1766,34.0,5.3,Maha,no,pepper,0
Sabaragamuwa,Ratnapura,Intermediate Zone,loamy,1766,34.0,5.3,Maha,no,ginger,0
North Central,Polonnaruwa,Intermediate Zone,loamy,2226,23.0,7.3,Maha,yes,coffee,1
North Central,Polonnaruwa,Intermediate Zone,loamy,2226,23.0,7.3,Maha,yes,maize,0
North Central,Polonnaruwa,Intermediate Zone,loamy,2226,23.0,7.3,Maha,yes,cinnamon,0
North Central,Anuradhapura,Wet Zone,sandy_loam,2525,29.9,7.3,Maha,yes,banana,1
North Central,Anuradhapura,Wet Zone,sandy_loam,2525,29.9,7.3,Maha,yes,vegetables,0
North Central,Anuradhapura,Wet Zone,sandy_loam,2525,29.9,7.3,Maha,yes,fruits,0
Uva,Badulla,Intermediate Zone,clay,1750,26.6,6.2,Yala,no,tea,1
Uva,Badulla,Intermediate Zone,clay,1750,26.6,6.2,Yala,no,cinnamon,0
Uva,Badulla,Intermediate Zone,clay,1750,26.6,6.2,Yala,no,fruits,0
North Central,Polonnaruwa,Intermediate Zone,clay_loam,1250,33.9,7.0,Maha,no,vegetables,1
North Central,Polonnaruwa,Intermediate Zone,clay_loam,1250,33.9,7.0,Maha,no,coconut,0
North Central,Polonnaruwa,Intermediate Zone,clay_loam,1250,33.9,7.0,Maha,no,ginger,0
Sabaragamuwa,Kegalle,Wet Zone,clay_loam,1755,31.9,6.5,Maha,no,rubber,1
Sabaragamuwa,Kegalle,Wet Zone,clay_loam,1755,31.9,6.5,Maha,no,pepper,0
Sabaragamuwa,Kegalle,Wet Zone,clay_loam,1755,31.9,6.5,Maha,no,maize,0
Southern,Matara,Intermediate Zone,loamy,800,24.9,5.4,Maha,no,coconut,1
Southern,Matara,Intermediate Zone,loamy,800,24.9,5.4,Maha,no,fruits,0
Southern,Matara,Intermediate Zone,loamy,800,24.9,5.4,Maha,no,cinnamon,0
Uva,Badulla,Dry Zone,compost_rich,1176,28.5,7.2,Yala,no,paddy,1
Uva,Badulla,Dry Zone,compost_rich,1176,28.5,7.2,Yala,no,ginger,0
Uva,Badulla,Dry Zone,compost_rich,1176,28.5,7.2,Yala,no,fruits,0
North Western,Puttalam,Intermediate Zone,loamy,2590,23.2,6.8,Yala,yes,coconut,1
North Western,Puttalam,Intermediate Zone,loamy,2590,23.2,6.8,Yala,yes,cinnamon,0
North Western,Puttalam,Intermediate Zone,loamy,2590,23.2,6.8,Yala,yes,fruits,0
Western,Gampaha,Dry Zone,compost_rich,1825,21.5,6.9,Yala,yes,mushroom,1
Western,Gampaha,Dry Zone,compost_rich,1825,21.5,6.9,Yala,yes,ginger,0
Western,Gampaha,Dry Zone,compost_rich,1825,21.5,6.9,Yala,yes,fruits,0
North Western,Puttalam,Dry Zone,compost_rich,867,28.2,5.1,Yala,yes,mushroom,1
North Western,Puttalam,Dry Zone,compost_rich,867,28.2,5.1,Yala,yes,fruits,0
North Western,Puttalam,Dry Zone,compost_rich,867,28.2,5.1,Yala,yes,tea,0
Uva,Badulla,Dry Zone,compost_rich,906,22.0,7.1,Maha,yes,mushroom,1
Uva,Badulla,Dry Zone,compost_rich,906,22.0,7.1,Maha,yes,banana,0
Uva,Badulla,Dry Zone,compost_rich,906,22.0,7.1,Maha,yes,coconut,0
Eastern,Trincomalee,Intermediate Zone,clay_loam,1506,33.2,5.3,Maha,yes,fruits,1
Eastern,Trincomalee,Intermediate Zone,clay_loam,1506,33.2,5.3,Maha,yes,turmeric,0
Eastern,Trincomalee,Intermediate Zone,clay_loam,1506,33.2,5.3,Maha,yes,pepper,0
Eastern,Ampara,Dry Zone,compost_rich,2818,21.0,6.6,Yala,no,coconut,1
Eastern,Ampara,Dry Zone,compost_rich,2818,21.0,6.6,Yala,no,coffee,0
Eastern,Ampara,Dry Zone,compost_rich,2818,21.0,6.6,Yala,no,vegetables,0
Northern,Jaffna,Intermediate Zone,clay,2043,21.5,7.0,Maha,no,mushroom,1
Northern,Jaffna,Intermediate Zone,clay,2043,21.5,7.0,Maha,no,cinnamon,0
Northern,Jaffna,Intermediate Zone,clay,2043,21.5,7.0,Maha,no,banana,0
North Western,Puttalam,Dry Zone,clay,3000,30.7,6.2,Maha,yes,paddy,1
North Western,Puttalam,Dry Zone,clay,3000,30.7,6.2,Maha,yes,banana,0
North Western,Puttalam,Dry Zone,clay,3000,30.7,6.2,Maha,yes,mushroom,0
Uva,Monaragala,Dry Zone,sandy_loam,1454,27.8,4.6,Maha,yes,maize,1
Uva,Monaragala,Dry Zone,sandy_loam,1454,27.8,4.6,Maha,yes,banana,0
Uva,Monaragala,Dry Zone,sandy_loam,1454,27.8,4.6,Maha,yes,mushroom,0
North Western,Puttalam,Dry Zone,clay_loam,2354,28.2,6.5,Maha,yes,paddy,1
North Western,Puttalam,Dry Zone,clay_loam,2354,28.2,6.5,Maha,yes,mushroom,0
North Western,Puttalam,Dry Zone,clay_loam,2354,28.2,6.5,Maha,yes,banana,0
Southern,Matara,Wet Zone,compost_rich,2552,29.0,6.1,Yala,yes,coconut,1
Southern,Matara,Wet Zone,compost_rich,2552,29.0,6.1,Yala,yes,coffee,0
Southern,Matara,Wet Zone,compost_rich,2552,29.0,6.1,Yala,yes,maize,0
Uva,Monaragala,Wet Zone,clay_loam,2556,23.6,6.9,Yala,no,cinnamon,1
Uva,Monaragala,Wet Zone,clay_loam,2556,23.6,6.9,Yala,no,pepper,0
Uva,Monaragala,Wet Zone,clay_loam,2556,23.6,6.9,Yala,no,tea,0
Eastern,Trincomalee,Intermediate Zone,compost_rich,1894,31.0,4.9,Yala,yes,mushroom,1
Eastern,Trincomalee,Intermediate Zone,compost_rich,1894,31.0,4.9,Yala,yes,coffee,0
Eastern,Trincomalee,Intermediate Zone,compost_rich,1894,31.0,4.9,Yala,yes,turmeric,0
Uva,Badulla,Dry Zone,compost_rich,2871,33.9,7.5,Yala,yes,mushroom,1
Uva,Badulla,Dry Zone,compost_rich,2871,33.9,7.5,Yala,yes,vegetables,0
Uva,Badulla,Dry Zone,compost_rich,2871,33.9,7.5,Yala,yes,maize,0
Southern,Matara,Wet Zone,clay,1957,21.7,6.1,Maha,no,coconut,1
Southern,Matara,Wet Zone,clay,1957,21.7,6.1,Maha,no,tea,0
Southern,Matara,Wet Zone,clay,1957,21.7,6.1,Maha,no,ginger,0
Eastern,Trincomalee,Dry Zone,loamy,876,32.1,6.4,Maha,yes,mushroom,1
Eastern,Trincomalee,Dry Zone,loamy,876,32.1,6.4,Maha,yes,paddy,0
Eastern,Trincomalee,Dry Zone,loamy,876,32.1,6.4,Maha,yes,vegetables,0
Central,Kandy,Wet Zone,compost_rich,1639,30.5,7.3,Maha,yes,mushroom,1
Central,Kandy,Wet Zone,compost_rich,1639,30.5,7.3,Maha,yes,coconut,0
Central,Kandy,Wet Zone,compost_rich,1639,30.5,7.3,Maha,yes,vegetables,0
Southern,Hambantota,Wet Zone,clay_loam,862,33.1,6.7,Maha,yes,coconut,1
Southern,Hambantota,Wet Zone,clay_loam,862,33.1,6.7,Maha,yes,turmeric,0
Southern,Hambantota,Wet Zone,clay_loam,862,33.1,6.7,Maha,yes,fruits,0
Sabaragamuwa,Kegalle,Dry Zone,loamy,2366,26.9,6.8,Maha,yes,coconut,1
Sabaragamuwa,Kegalle,Dry Zone,loamy,2366,26.9,6.8,Maha,yes,coffee,0
Sabaragamuwa,Kegalle,Dry Zone,loamy,2366,26.9,6.8,Maha,yes,paddy,0
Northern,Jaffna,Wet Zone,clay_loam,2668,23.3,7.0,Maha,no,mushroom,1
Northern,Jaffna,Wet Zone,clay_loam,2668,23.3,7.0,Maha,no,tea,0
Northern,Jaffna,Wet Zone,clay_loam,2668,23.3,7.0,Maha,no,ginger,0
Southern,Matara,Dry Zone,compost_rich,1161,25.4,5.1,Yala,yes,mushroom,1
Southern,Matara,Dry Zone,compost_rich,1161,25.4,5.1,Yala,yes,turmeric,0
Southern,Matara,Dry Zone,compost_rich,1161,25.4,5.1,Yala,yes,coconut,0
North Western,Puttalam,Intermediate Zone,clay,1494,24.5,6.3,Maha,no,coconut,1
North Western,Puttalam,Intermediate Zone,clay,1494,24.5,6.3,Maha,no,ginger,0
North Western,Puttalam,Intermediate Zone,clay,1494,24.5,6.3,Maha,no,banana,0
Central,Matale,Intermediate Zone,compost_rich,803,24.1,7.1,Maha,yes,mushroom,1
Central,Matale,Intermediate Zone,compost_rich,803,24.1,7.1,Maha,yes,cinnamon,0
Central,Matale,Intermediate Zone,compost_rich,803,24.1,7.1,Maha,yes,maize,0
Central,Kandy,Intermediate Zone,clay,1808,24.6,4.8,Yala,yes,coffee,1
Central,Kandy,Intermediate Zone,clay,1808,24.6,4.8,Yala,yes,paddy,0
Central,Kandy,Intermediate Zone,clay,1808,24.6,4.8,Yala,yes,ginger,0
Central,Kandy,Dry Zone,clay_loam,2224,25.9,4.7,Maha,no,paddy,1
Central,Kandy,Dry Zone,clay_loam,2224,25.9,4.7,Maha,no,fruits,0
Central,Kandy,Dry Zone,clay_loam,2224,25.9,4.7,Maha,no,pepper,0
Eastern,Batticaloa,Dry Zone,compost_rich,2915,30.9,6.2,Yala,no,ginger,1
Eastern,Batticaloa,Dry Zone,compost_rich,2915,30.9,6.2,Yala,no,fruits,0
Eastern,Batticaloa,Dry Zone,compost_rich,2915,30.9,6.2,Yala,no,pepper,0
Sabaragamuwa,Ratnapura,Wet Zone,clay,1834,24.0,5.1,Yala,yes,rubber,1
Sabaragamuwa,Ratnapura,Wet Zone,clay,1834,24.0,5.1,Yala,yes,turmeric,0
Sabaragamuwa,Ratnapura,Wet Zone,clay,1834,24.0,5.1,Yala,yes,maize,0
Southern,Galle,Wet Zone,clay_loam,926,23.7,5.5,Maha,yes,coconut,1
Southern,Galle,Wet Zone,clay_loam,926,23.7,5.5,Maha,yes,turmeric,0
Southern,Galle,Wet Zone,clay_loam,926,23.7,5.5,Maha,yes,rubber,0
Southern,Hambantota,Wet Zone,clay_loam,820,31.6,6.0,Maha,yes,coconut,1
Southern,Hambantota,Wet Zone,clay_loam,820,31.6,6.0,Maha,yes,ginger,0
Southern,Hambantota,Wet Zone,clay_loam,820,31.6,6.0,Maha,yes,mushroom,0
North Western,Kurunegala,Intermediate Zone,loamy,2185,33.0,6.2,Maha,no,coconut,1
North Western,Kurunegala,Intermediate Zone,loamy,2185,33.0,6.2,Maha,no,maize,0
North Western,Kurunegala,Intermediate Zone,loamy,2185,33.0,6.2,Maha,no,ginger,0
Eastern,Batticaloa,Intermediate Zone,loamy,2369,25.0,7.4,Maha,no,banana,1
Eastern,Batticaloa,Intermediate Zone,loamy,2369,25.0,7.4,Maha,no,vegetables,0
Eastern,Batticaloa,Intermediate Zone,loamy,2369,25.0,7.4,Maha,no,paddy,0
Central,Nuwara Eliya,Dry Zone,loamy,2422,23.9,5.7,Yala,yes,turmeric,1
Central,Nuwara Eliya,Dry Zone,loamy,2422,23.9,5.7,Yala,yes,paddy,0
Central,Nuwara Eliya,Dry Zone,loamy,2422,23.9,5.7,Yala,yes,rubber,0
Eastern,Ampara,Wet Zone,loamy,1406,31.9,6.1,Maha,yes,banana,1
Eastern,Ampara,Wet Zone,loamy,1406,31.9,6.1,Maha,yes,rubber,0
Eastern,Ampara,Wet Zone,loamy,1406,31.9,6.1,Maha,yes,cinnamon,0
Western,Gampaha,Intermediate Zone,loamy,1779,20.6,5.7,Maha,no,coconut,1
Western,Gampaha,Intermediate Zone,loamy,1779,20.6,5.7,Maha,no,vegetables,0
Western,Gampaha,Intermediate Zone,loamy,1779,20.6,5.7,Maha,no,fruits,0
Sabaragamuwa,Ratnapura,Intermediate Zone,clay_loam,1182,20.1,6.7,Yala,no,ginger,1
Sabaragamuwa,Ratnapura,Intermediate Zone,clay_loam,1182,20.1,6.7,Yala,no,fruits,0
Sabaragamuwa,Ratnapura,Intermediate Zone,clay_loam,1182,20.1,6.7,Yala,no,turmeric,0
Uva,Badulla,Intermediate Zone,compost_rich,2292,25.1,4.6,Yala,no,maize,1
Uva,Badulla,Intermediate Zone,compost_rich,2292,25.1,4.6,Yala,no,vegetables,0
Uva,Badulla,Intermediate Zone,compost_rich,2292,25.1,4.6,Yala,no,mushroom,0
Eastern,Trincomalee,Intermediate Zone,compost_rich,1037,33.9,5.3,Yala,yes,mushroom,1
Eastern,Trincomalee,Intermediate Zone,compost_rich,1037,33.9,5.3,Yala,yes,paddy,0
Eastern,Trincomalee,Intermediate Zone,compost_rich,1037,33.9,5.3,Yala,yes,banana,0
North Central,Polonnaruwa,Dry Zone,clay_loam,1335,31.6,4.5,Yala,yes,paddy,1
North Central,Polonnaruwa,Dry Zone,clay_loam,1335,31.6,4.5,Yala,yes,rubber,0
North Central,Polonnaruwa,Dry Zone,clay_loam,1335,31.6,4.5,Yala,yes,turmeric,0
North Central,Polonnaruwa,Intermediate Zone,compost_rich,1789,28.7,5.0,Maha,no,cinnamon,1
North Central,Polonnaruwa,Intermediate Zone,compost_rich,1789,28.7,5.0,Maha,no,ginger,0
North Central,Polonnaruwa,Intermediate Zone,compost_rich,1789,28.7,5.0,Maha,no,vegetables,0
North Central,Anuradhapura,Dry Zone,clay,1347,31.9,7.1,Maha,no,paddy,1
North Central,Anuradhapura,Dry Zone,clay,1347,31.9,7.1,Maha,no,banana,0
North Central,Anuradhapura,Dry Zone,clay,1347,31.9,7.1,Maha,no,pepper,0
Northern,Jaffna,Intermediate Zone,clay_loam,2852,22.3,7.1,Maha,yes,mushroom,1
Northern,Jaffna,Intermediate Zone,clay_loam,2852,22.3,7.1,Maha,yes,maize,0
Northern,Jaffna,Intermediate Zone,clay_loam,2852,22.3,7.1,Maha,yes,turmeric,0
North Western,Kurunegala,Dry Zone,clay_loam,1889,30.1,5.1,Yala,yes,paddy,1
North Western,Kurunegala,Dry Zone,clay_loam,1889,30.1,5.1,Yala,yes,turmeric,0
North Western,Kurunegala,Dry Zone,clay_loam,1889,30.1,5.1,Yala,yes,pepper,0
Central,Matale,Wet Zone,clay_loam,2798,27.6,7.4,Yala,no,pepper,1
Central,Matale,Wet Zone,clay_loam,2798,27.6,7.4,Yala,no,mushroom,0
Central,Matale,Wet Zone,clay_loam,2798,27.6,7.4,Yala,no,rubber,0
Southern,Galle,Intermediate Zone,loamy,2923,33.0,5.4,Yala,yes,coconut,1
Southern,Galle,Intermediate Zone,loamy,2923,33.0,5.4,Yala,yes,turmeric,0
Southern,Galle,Intermediate Zone,loamy,2923,33.0,5.4,Yala,yes,vegetables,0
Southern,Hambantota,Intermediate Zone,sandy_loam,2167,33.3,6.1,Maha,yes,coconut,1
Southern,Hambantota,Intermediate Zone,sandy_loam,2167,33.3,6.1,Maha,yes,ginger,0
Southern,Hambantota,Intermediate Zone,sandy_loam,2167,33.3,6.1,Maha,yes,banana,0
Northern,Mannar,Intermediate Zone,loamy,1459,30.5,5.9,Maha,yes,tea,1
Northern,Mannar,Intermediate Zone,loamy,1459,30.5,5.9,Maha,yes,turmeric,0
Northern,Mannar,Intermediate Zone,loamy,1459,30.5,5.9,Maha,yes,paddy,0
Sabaragamuwa,Ratnapura,Wet Zone,clay,1510,33.2,4.9,Maha,no,rubber,1
Sabaragamuwa,Ratnapura,Wet Zone,clay,1510,33.2,4.9,Maha,no,turmeric,0
Sabaragamuwa,Ratnapura,Wet Zone,clay,1510,33.2,4.9,Maha,no,banana,0
North Western,Kurunegala,Wet Zone,compost_rich,2027,32.9,5.7,Maha,yes,coconut,1
North Western,Kurunegala,Wet Zone,compost_rich,2027,32.9,5.7,Maha,yes,cinnamon,0
North Western,Kurunegala,Wet Zone,compost_rich,2027,32.9,5.7,Maha,yes,banana,0
Uva,Monaragala,Intermediate Zone,compost_rich,1343,28.2,5.0,Yala,no,rubber,1
Uva,Monaragala,Intermediate Zone,compost_rich,1343,28.2,5.0,Yala,no,maize,0
Uva,Monaragala,Intermediate Zone,compost_rich,1343,28.2,5.0,Yala,no,coconut,0
North Western,Puttalam,Intermediate Zone,clay_loam,1426,31.0,7.2,Maha,no,coconut,1
North Western,Puttalam,Intermediate Zone,clay_loam,1426,31.0,7.2,Maha,no,banana,0
North Western,Puttalam,Intermediate Zone,clay_loam,1426,31.0,7.2,Maha,no,coffee,0
Western,Colombo,Wet Zone,compost_rich,1115,26.1,4.8,Yala,no,rubber,1
Western,Colombo,Wet Zone,compost_rich,1115,26.1,4.8,Yala,no,ginger,0
Western,Colombo,Wet Zone,compost_rich,1115,26.1,4.8,Yala,no,pepper,0
Northern,Mannar,Dry Zone,clay_loam,1791,28.2,6.4,Yala,yes,paddy,1
Northern,Mannar,Dry Zone,clay_loam,1791,28.2,6.4,Yala,yes,cinnamon,0
Northern,Mannar,Dry Zone,clay_loam,1791,28.2,6.4,Yala,yes,coffee,0
Sabaragamuwa,Ratnapura,Intermediate Zone,clay_loam,2679,25.1,5.5,Maha,yes,coconut,1
Sabaragamuwa,Ratnapura,Intermediate Zone,clay_loam,2679,25.1,5.5,Maha,yes,fruits,0
Sabaragamuwa,Ratnapura,Intermediate Zone,clay_loam,2679,25.1,5.5,Maha,yes,cinnamon,0
North Western,Kurunegala,Intermediate Zone,clay,888,20.8,5.8,Yala,no,coconut,1
North Western,Kurunegala,Intermediate Zone,clay,888,20.8,5.8,Yala,no,ginger,0
North Western,Kurunegala,Intermediate Zone,clay,888,20.8,5.8,Yala,no,banana,0
Northern,Vavuniya,Dry Zone,sandy_loam,1974,25.2,5.2,Yala,no,banana,1
Northern,Vavuniya,Dry Zone,sandy_loam,1974,25.2,5.2,Yala,no,mushroom,0
Northern,Vavuniya,Dry Zone,sandy_loam,1974,25.2,5.2,Yala,no,tea,0
Western,Colombo,Dry Zone,clay,970,32.1,6.4,Maha,no,cinnamon,1
Western,Colombo,Dry Zone,clay,970,32.1,6.4,Maha,no,rubber,0
Western,Colombo,Dry Zone,clay,970,32.1,6.4,Maha,no,maize,0
Sabaragamuwa,Ratnapura,Dry Zone,sandy_loam,2632,30.7,5.8,Maha,no,banana,1
Sabaragamuwa,Ratnapura,Dry Zone,sandy_loam,2632,30.7,5.8,Maha,no,fruits,0
Sabaragamuwa,Ratnapura,Dry Zone,sandy_loam,2632,30.7,5.8,Maha,no,paddy,0
Southern,Hambantota,Intermediate Zone,loamy,2271,23.6,4.6,Yala,yes,coconut,1
Southern,Hambantota,Intermediate Zone,loamy,2271,23.6,4.6,Yala,yes,ginger,0
Southern,Hambantota,Intermediate Zone,loamy,2271,23.6,4.6,Yala,yes,coffee,0
North Western,Puttalam,Dry Zone,clay,1392,21.9,6.9,Maha,no,paddy,1
North Western,Puttalam,Dry Zone,clay,1392,21.9,6.9,Maha,no,coffee,0
North Western,Puttalam,Dry Zone,clay,1392,21.9,6.9,Maha,no,maize,0
Sabaragamuwa,Kegalle,Intermediate Zone,sandy_loam,2265,23.7,7.5,Yala,no,rubber,1
Sabaragamuwa,Kegalle,Intermediate Zone,sandy_loam,2265,23.7,7.5,Yala,no,pepper,0
Sabaragamuwa,Kegalle,Intermediate Zone,sandy_loam,2265,23.7,7.5,Yala,no,fruits,0
Uva,Monaragala,Dry Zone,loamy,1922,23.9,7.1,Yala,no,turmeric,1
Uva,Monaragala,Dry Zone,loamy,1922,23.9,7.1,Yala,no,paddy,0
Uva,Monaragala,Dry Zone,loamy,1922,23.9,7.1,Yala,no,coffee,0
Central,Nuwara Eliya,Wet Zone,clay,1549,28.1,7.0,Maha,no,tea,1
Central,Nuwara Eliya,Wet Zone,clay,1549,28.1,7.0,Maha,no,maize,0
Central,Nuwara Eliya,Wet Zone,clay,1549,28.1,7.0,Maha,no,coffee,0
Northern,Kilinochchi,Intermediate Zone,sandy_loam,2646,31.1,6.6,Yala,no,banana,1
Northern,Kilinochchi,Intermediate Zone,sandy_loam,2646,31.1,6.6,Yala,no,cinnamon,0
Northern,Kilinochchi,Intermediate Zone,sandy_loam,2646,31.1,6.6,Yala,no,rubber,0
Sabaragamuwa,Kegalle,Dry Zone,clay_loam,2857,28.0,5.1,Yala,yes,paddy,1
Sabaragamuwa,Kegalle,Dry Zone,clay_loam,2857,28.0,5.1,Yala,yes,ginger,0
Sabaragamuwa,Kegalle,Dry Zone,clay_loam,2857,28.0,5.1,Yala,yes,rubber,0
Central,Matale,Dry Zone,compost_rich,2808,21.8,6.9,Maha,yes,mushroom,1
Central,Matale,Dry Zone,compost_rich,2808,21.8,6.9,Maha,yes,vegetables,0
Central,Matale,Dry Zone,compost_rich,2808,21.8,6.9,Maha,yes,maize,0
